,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
0,-0.055,-0.035625,0.0428125,0.003125,-0.01125,0.0096875,0.0328125,0.0090625,0.0259375,0.035
1,-0.06625,-0.0359375,0.0253125,0.0275,-0.0003125,-0.0103125,0.0653125,0.0125,0.0446875,0.0578125
2,-0.0653125,-0.0509375,0.0509375,0.0609375,-0.0146875,-0.0125,0.1090625,0.0115625,0.0453125,0.073125
3,-0.070625,-0.061875,0.0615625,0.08125,-0.003125,-0.0125,0.1303125,0.0134375,0.0484375,0.0990625
4,-0.0859375,-0.065,0.0590625,0.089375,0.0046875,-0.0053125,0.1421875,0.0221875,0.0484375,0.1103125
5,-0.0821875,-0.0671875,0.0728125,0.101875,0.0246875,-0.00875,0.1665625,0.026875,0.055,0.118125
6,-0.0740625,-0.0746875,0.0871875,0.113125,0.0215625,-0.014375,0.1809375,0.026875,0.0640625,0.128125
7,-0.085,-0.0771875,0.094375,0.1128125,0.023125,-0.0159375,0.189375,0.025,0.0675,0.1215625
8,-0.08625,-0.078125,0.1128125,0.1175,0.004375,-0.0234375,0.209375,0.020625,0.06625,0.115625
9,-0.071875,-0.0934375,0.1015625,0.133125,0.0175,-0.04125,0.228125,0.0325,0.08125,0.1215625
10,-0.068125,-0.1003125,0.0903125,0.1496875,0.015625,-0.055625,0.2434375,0.02125,0.08625,0.1175
11,-0.0625,-0.0959375,0.0746875,0.1575,0.0096875,-0.0721875,0.255,0.015625,0.09625,0.1275
12,-0.0546875,-0.0953125,0.0815625,0.1690625,0.0121875,-0.0728125,0.2653125,0.0165625,0.11,0.12625
13,-0.0634375,-0.09125,0.0790625,0.186875,-0.0034375,-0.0778125,0.281875,0.014375,0.1196875,0.1390625
14,-0.068125,-0.088125,0.06875,0.1875,0.0040625,-0.0765625,0.2946875,0.0175,0.130625,0.1440625
15,-0.05625,-0.095,0.068125,0.18375,0.0,-0.0834375,0.2978125,0.0084375,0.1434375,0.1484375
16,-0.0496875,-0.08375,0.0696875,0.18,0.0046875,-0.0865625,0.2984375,0.020625,0.1446875,0.154375
17,-0.0434375,-0.0865625,0.0671875,0.1909375,-0.0021875,-0.088125,0.29375,0.0325,0.1465625,0.1565625
18,-0.0490625,-0.0853125,0.07375,0.1940625,-0.006875,-0.1009375,0.3003125,0.035,0.1390625,0.1671875
19,-0.0459375,-0.080625,0.0725,0.1953125,-0.005625,-0.10625,0.30375,0.028125,0.1403125,0.1765625
20,-0.0409375,-0.08125,0.0625,0.19125,-0.005625,-0.1053125,0.3115625,0.0315625,0.1434375,0.17875
21,-0.0425,-0.0903125,0.0453125,0.1971875,-0.001875,-0.104375,0.31125,0.0421875,0.1521875,0.18
22,-0.044375,-0.086875,0.039375,0.203125,-0.0053125,-0.1103125,0.3175,0.054375,0.1628125,0.175
23,-0.041875,-0.0840625,0.039375,0.2184375,-0.0040625,-0.1125,0.321875,0.064375,0.165,0.18
24,-0.0375,-0.0896875,0.044375,0.2115625,0.00625,-0.1071875,0.3153125,0.05875,0.165,0.189375
25,-0.033125,-0.0934375,0.0378125,0.214375,0.003125,-0.1053125,0.31875,0.0625,0.1653125,0.1859375
26,-0.0265625,-0.08625,0.0375,0.21875,0.0015625,-0.0928125,0.325625,0.0478125,0.1740625,0.203125
27,-0.0346875,-0.09375,0.0303125,0.2246875,0.0046875,-0.0959375,0.3325,0.048125,0.1778125,0.209375
28,-0.0309375,-0.0896875,0.025625,0.2296875,0.0053125,-0.099375,0.3390625,0.0396875,0.19125,0.223125
29,-0.0284375,-0.099375,0.01625,0.240625,0.01125,-0.105,0.3490625,0.02875,0.190625,0.2246875
30,-0.0209375,-0.09375,0.009375,0.2525,0.0096875,-0.094375,0.3615625,0.03625,0.188125,0.23125
31,-0.0215625,-0.0840625,0.0121875,0.25625,-0.0003125,-0.0921875,0.3621875,0.0403125,0.1865625,0.2296875
32,-0.0246875,-0.0859375,0.0071875,0.2603125,-0.0009375,-0.0915625,0.3671875,0.0328125,0.19,0.233125
33,-0.0228125,-0.0840625,0.010625,0.2603125,-0.005625,-0.0859375,0.3825,0.03375,0.1915625,0.2378125
34,-0.015,-0.0884375,0.0059375,0.2709375,-0.0075,-0.085,0.39,0.0346875,0.1909375,0.24125
35,-0.0146875,-0.0909375,0.0009375,0.2696875,-0.0021875,-0.0771875,0.3953125,0.0209375,0.1865625,0.243125
36,-0.00625,-0.0946875,-0.0115625,0.2825,-0.0084375,-0.0778125,0.3965625,0.0190625,0.1928125,0.24625
37,-0.00625,-0.101875,-0.0171875,0.2878125,-0.006875,-0.0759375,0.40625,0.024375,0.206875,0.2553125
38,-0.00625,-0.1103125,-0.0215625,0.2903125,-0.0078125,-0.08,0.410625,0.01625,0.21,0.25375
39,-0.0084375,-0.109375,-0.0203125,0.289375,-0.0128125,-0.0840625,0.405625,0.0209375,0.215,0.25125
40,0.00375,-0.1178125,-0.0184375,0.2996875,-0.0103125,-0.085625,0.4065625,0.0215625,0.2159375,0.25375
41,0.0025,-0.1178125,-0.0284375,0.3103125,-0.008125,-0.095,0.408125,0.0078125,0.215,0.2525
42,0.0084375,-0.123125,-0.025,0.31125,-0.0115625,-0.0965625,0.4175,0.0025,0.2246875,0.26
43,0.000625,-0.12375,-0.028125,0.320625,-0.0178125,-0.0921875,0.4178125,0.0115625,0.2265625,0.2565625
44,-0.005625,-0.1265625,-0.03625,0.3234375,-0.025,-0.0853125,0.4209375,0.0115625,0.2359375,0.24875
45,-0.0084375,-0.1290625,-0.0384375,0.32125,-0.02,-0.0809375,0.435,0.0034375,0.24,0.245625
46,-0.011875,-0.133125,-0.0421875,0.3271875,-0.01625,-0.0796875,0.438125,0.00875,0.231875,0.245625
47,-0.01625,-0.13625,-0.0425,0.329375,-0.018125,-0.081875,0.440625,0.0128125,0.2353125,0.2540625
48,-0.0225,-0.138125,-0.0384375,0.3340625,-0.0284375,-0.081875,0.4465625,0.0140625,0.2496875,0.2646875
49,-0.015,-0.1328125,-0.04125,0.3315625,-0.0375,-0.0775,0.455,0.0153125,0.2615625,0.26625
50,-0.0259375,-0.1296875,-0.0396875,0.3384375,-0.0384375,-0.0875,0.4609375,0.015,0.265625,0.2715625
51,-0.03125,-0.130625,-0.0415625,0.349375,-0.0346875,-0.0925,0.465,0.02375,0.2740625,0.2703125
52,-0.035,-0.129375,-0.046875,0.3446875,-0.0378125,-0.099375,0.4746875,0.021875,0.2778125,0.2653125
53,-0.03625,-0.1178125,-0.0325,0.3490625,-0.0475,-0.091875,0.4840625,0.0178125,0.278125,0.279375
54,-0.026875,-0.119375,-0.0328125,0.3521875,-0.044375,-0.0859375,0.4859375,0.019375,0.2778125,0.29
55,-0.021875,-0.131875,-0.0353125,0.3590625,-0.0421875,-0.084375,0.4975,0.021875,0.27375,0.2940625
56,-0.0153125,-0.1328125,-0.0425,0.3621875,-0.0409375,-0.083125,0.5103125,0.024375,0.28,0.2946875
57,-0.015625,-0.1290625,-0.0446875,0.366875,-0.04,-0.086875,0.5153125,0.02625,0.28625,0.2928125
58,-0.0121875,-0.1246875,-0.050625,0.37625,-0.039375,-0.09375,0.51625,0.0215625,0.2915625,0.3009375
59,-0.018125,-0.116875,-0.0453125,0.383125,-0.036875,-0.0953125,0.514375,0.0246875,0.301875,0.3053125
60,-0.013125,-0.111875,-0.0446875,0.3884375,-0.0440625,-0.1034375,0.51875,0.019375,0.3034375,0.309375
61,-0.013125,-0.1165625,-0.0525,0.3953125,-0.045,-0.09375,0.5225,0.016875,0.3071875,0.314375
62,-0.0021875,-0.121875,-0.048125,0.400625,-0.0434375,-0.09125,0.52,0.024375,0.301875,0.318125
63,-0.0021875,-0.119375,-0.04875,0.4090625,-0.039375,-0.085,0.514375,0.0221875,0.305625,0.3221875
64,-0.0040625,-0.121875,-0.049375,0.41125,-0.0440625,-0.0853125,0.51875,0.026875,0.3103125,0.328125
