m
0.1075236527777777
0.1072252916666666
0.1070436319444444
0.1070619722222222
0.1070581527777777
0.106712125
0.1058853194444444
0.1026332083333333
0.09501
0.0963789722222222
0.0916387638888888
0.0849847361111111
0.0751837777777777
0.0528778472222222
0.0394551805555555
0.0250399444444444
0.0217995833333333
0.0191315833333333
0.0173698194444444
0.0106132916666666
0.0085444305555555
0.0070775833333333
0.0060522083333333
0.0053890555555555
