m
0.1096536271888888
0.1102252916666666
0.1107346320355555
0.1105844999999999
0.1101322777777777
0.1092985555555555
0.1066477222222222
0.1041566666666666
0.09593
0.0966947777777777
0.0890005
0.0738922777777777
0.0509603888888888
0.0330917222222222
0.0325713888888888
0.0223014444444444
0.0163367222222222
0.0140657777777777
0.0117320555555555
0.0110009444444444
