m
0.1105962352222222
0.1109697777777777
0.1110048888888888
0.1109073333333333
0.11052
0.1096062222222222
0.1076846666666666
0.1043097777777777
0.096628
0.0976904444444444
0.0891786666666666
0.0813842222222222
0.0718384444444444
0.0596422222222222
0.0606193333333333
0.0448331111111111
0.034412
0.0282155555555555
0.0250984444444444
0.0241000944444444
